id,host_id,host_name,host_response_time,host_is_superhost,neighbourhood,latitude,longitude,room_type,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
21488087,19246695,Gregory,N/A,f,Outer Sunset,37.75862,-122.4987,Entire home/apt,$250.00 ,$0.00 ,$150.00 ,0,,,,,,,
21488120,12243051,Sonder,within an hour,f,Western Addition,37.77028,-122.42719,Entire home/apt,$162.00 ,$500.00 ,$101.00 ,1,20,10,4,10,2,8,8
21489166,156102468,Nanthana,within an hour,f,Outer Mission,37.72721,-122.43303,Private room,$95.00 ,$100.00 ,$30.00 ,10,92,9,10,9,9,9,9
21502035,13832870,International,within a few hours,f,Presidio Heights,37.78738,-122.4502,Entire home/apt,$131.00 ,"$2,500.00 ",$250.00 ,1,100,10,10,10,10,10,10
21503286,459328,Natalie,within a few hours,f,Outer Sunset,37.75887,-122.48304,Private room,$75.00 ,$500.00 ,$200.00 ,1,,,,,,,
21506418,154621483,Israel,within an hour,f,Bernal Heights,37.74744,-122.412,Entire home/apt,$250.00 ,$600.00 ,$200.00 ,5,96,10,10,10,10,10,10
21514950,156337070,Paul,within a few hours,f,Inner Richmond,37.78019,-122.47041,Entire home/apt,$390.00 ,$400.00 ,$140.00 ,15,99,10,10,10,10,9,9
21526852,156446034,Guadalupe,N/A,f,Mission,37.75929,-122.41168,Entire home/apt,$185.00 ,$300.00 ,$100.00 ,26,96,10,10,10,10,9,10
21527554,155412195,Kate,within a few hours,f,Western Addition,37.77769,-122.43654,Entire home/apt,$350.00 ,$500.00 ,$125.00 ,3,100,10,10,10,10,10,9
21529297,15293495,Charlie,within an hour,t,Western Addition,37.77335,-122.42947,Private room,$150.00 ,$100.00 ,$25.00 ,96,98,10,10,10,10,10,10
21530578,15293495,Charlie,within an hour,t,Western Addition,37.77347,-122.43119,Private room,$95.00 ,$100.00 ,$25.00 ,98,98,10,10,10,10,10,10
21539315,2094461,Trish,within a few hours,f,Haight Ashbury,37.76704,-122.44887,Private room,$250.00 ,$500.00 ,$100.00 ,7,94,9,9,10,10,10,9
21539380,125461202,D.,within an hour,f,Twin Peaks,37.75804,-122.45078,Private room,$69.00 ,,,8,95,10,9,9,9,9,9
21547967,449756,Sachin,within an hour,t,Bernal Heights,37.7417,-122.41456,Entire home/apt,$260.00 ,$0.00 ,$75.00 ,15,100,10,10,10,10,10,10
21550910,14345857,Samantha,within an hour,f,South of Market,37.77575,-122.4124,Entire home/apt,$150.00 ,$250.00 ,$125.00 ,22,95,10,10,10,10,9,10
21552181,7167320,Andrea,N/A,t,Glen Park,37.7379,-122.42824,Entire home/apt,$225.00 ,$500.00 ,$75.00 ,33,100,10,10,10,10,10,10
21553107,144706512,Keyhan,N/A,f,Russian Hill,37.79959,-122.42366,Entire home/apt,$295.00 ,,,9,100,10,10,10,10,10,10
21555212,117141107,Zarinah,within an hour,f,Haight Ashbury,37.76892,-122.44911,Shared room,$50.00 ,$0.00 ,$15.00 ,27,96,10,9,10,10,10,10
21558062,6764564,Andrew,within an hour,t,Inner Sunset,37.75254,-122.47,Entire home/apt,$105.00 ,$150.00 ,$35.00 ,71,98,10,10,10,10,10,10
21561734,38717772,Nargues,N/A,f,Castro/Upper Market,37.76149,-122.44595,Entire home/apt,$230.00 ,"$5,000.00 ",$200.00 ,0,,,,,,,
21561809,26860112,Jonathan,within an hour,t,Outer Mission,37.7219,-122.43966,Entire home/apt,$447.00 ,$300.00 ,$170.00 ,4,100,10,10,9,10,10,10
21578559,47514427,Jeff,within an hour,t,Downtown/Civic Center,37.77976,-122.42263,Private room,$140.00 ,$0.00 ,$29.00 ,21,98,10,9,10,10,10,10
21579309,47514427,Jeff,within an hour,t,Downtown/Civic Center,37.77788,-122.42252,Private room,$140.00 ,$0.00 ,$29.00 ,22,95,10,10,10,10,9,10
21581684,1274766,Rick,a few days or more,f,Chinatown,37.79611,-122.40637,Entire home/apt,$152.00 ,,,0,,,,,,,
21581753,89400,Alex,within an hour,t,South of Market,37.77153,-122.40476,Entire home/apt,$127.00 ,$0.00 ,$100.00 ,30,97,10,10,10,10,10,10
21583195,47514427,Jeff,within an hour,t,Downtown/Civic Center,37.77918,-122.42262,Entire home/apt,$140.00 ,$0.00 ,$29.00 ,72,96,10,10,10,10,10,10
21584555,9541214,Julian,within a few hours,t,Western Addition,37.77782,-122.43038,Private room,$133.00 ,$0.00 ,$60.00 ,43,93,10,9,10,10,10,9
21588941,1324417,Alana,within a day,f,Bernal Heights,37.73577,-122.41505,Entire home/apt,$250.00 ,$200.00 ,$150.00 ,9,98,10,10,10,10,10,10
21591469,36997746,Jonathan,within an hour,t,Outer Sunset,37.75121,-122.47744,Shared room,$50.00 ,,,66,95,10,9,10,9,9,10
21592081,21994,Aaron,within a few hours,f,Inner Sunset,37.76402,-122.45454,Private room,$58.00 ,$200.00 ,$50.00 ,1,100,8,8,10,10,10,8
21593904,48005494,Zeus,within an hour,t,Pacific Heights,37.79069,-122.42548,Entire home/apt,$184.00 ,$500.00 ,$280.00 ,0,,,,,,,
21594483,157059672,Vasily,within an hour,t,Outer Sunset,37.76382,-122.49426,Private room,$180.00 ,$0.00 ,$100.00 ,76,97,10,10,10,10,9,9
21596397,4718164,Serena,within an hour,t,Potrero Hill,37.75655,-122.40267,Entire home/apt,$110.00 ,$0.00 ,$40.00 ,103,96,10,10,10,10,10,10
21597324,157088607,Steve,within an hour,t,Outer Mission,37.7101,-122.4523,Private room,$78.00 ,$100.00 ,$29.00 ,27,99,10,10,10,10,9,9
21597747,16547543,Lauren,within a day,f,Nob Hill,37.79125,-122.4091,Private room,$73.00 ,$0.00 ,$60.00 ,3,100,10,9,10,10,10,9
21610253,48005494,Zeus,within an hour,t,Nob Hill,37.79419,-122.41743,Entire home/apt,$175.00 ,$500.00 ,$280.00 ,0,,,,,,,
21610333,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78407,-122.41652,Entire home/apt,$86.00 ,$0.00 ,$95.00 ,0,,,,,,,
21610572,48005494,Zeus,within an hour,t,Chinatown,37.79172,-122.40759,Entire home/apt,$209.00 ,$500.00 ,$330.00 ,0,,,,,,,
21611340,48005494,Zeus,within an hour,t,Mission,37.7524,-122.4135,Entire home/apt,$143.00 ,$500.00 ,$240.00 ,0,,,,,,,
21612268,154400045,Kirk,within a few hours,t,Western Addition,37.77174,-122.43691,Private room,$200.00 ,$200.00 ,$150.00 ,36,99,10,10,10,10,10,9
21612906,20900027,Noe,within a few hours,f,Mission,37.75123,-122.40965,Entire home/apt,$120.00 ,$500.00 ,$300.00 ,5,96,10,10,10,10,9,10
21619241,6680334,João,within an hour,t,South of Market,37.77779,-122.41479,Entire home/apt,$380.00 ,$0.00 ,$90.00 ,15,97,9,10,9,9,9,9
21620847,10622144,Jefferson,within an hour,f,South of Market,37.77573,-122.40826,Private room,$399.00 ,$500.00 ,$125.00 ,6,93,10,10,10,10,8,9
21623314,2895464,Eric,within an hour,t,South of Market,37.78305,-122.3985,Private room,$199.00 ,$0.00 ,$50.00 ,117,97,10,10,10,10,10,10
21623317,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78486,-122.41609,Entire home/apt,$82.00 ,"$1,000.00 ",$95.00 ,1,60,6,6,10,8,6,6
21624876,44380974,Sanjay,N/A,f,South of Market,37.78707,-122.39303,Private room,$85.00 ,$500.00 ,$100.00 ,0,,,,,,,
21625713,85774793,Shan,within an hour,t,Lakeshore,37.72848,-122.47301,Entire home/apt,$120.00 ,$180.00 ,$65.00 ,53,97,10,10,10,10,10,10
21629749,19071477,Mark,N/A,f,Ocean View,37.71783,-122.45529,Private room,$150.00 ,$0.00 ,$35.00 ,5,100,10,10,10,10,10,10
21632344,149498560,Jean,within an hour,f,Visitacion Valley,37.71411,-122.40728,Private room,$60.00 ,$100.00 ,$30.00 ,122,93,10,10,10,10,9,9
21632686,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78483,-122.4166,Entire home/apt,$99.00 ,"$1,000.00 ",$95.00 ,2,80,10,10,10,10,4,8
21634930,17965378,Danh,within an hour,f,Western Addition,37.78291,-122.43097,Private room,$100.00 ,$200.00 ,$30.00 ,4,90,10,10,10,10,10,10
21635395,150732464,Salman,within a day,f,Nob Hill,37.79526,-122.41765,Private room,$72.00 ,$0.00 ,$75.00 ,4,100,9,9,9,10,10,10
21636740,19332601,Sharon,within a few hours,f,Inner Sunset,37.75263,-122.46823,Entire home/apt,$400.00 ,"$2,000.00 ",$150.00 ,4,100,10,10,10,10,10,10
21644424,1182900,Jeduan,within a few hours,t,Nob Hill,37.79256,-122.41973,Private room,$68.00 ,$0.00 ,$60.00 ,36,97,10,10,10,10,10,9
21645603,153797883,Phyllis,within an hour,f,Mission,37.76285,-122.42067,Entire home/apt,$299.00 ,$250.00 ,$150.00 ,88,97,10,10,10,10,9,9
21646993,157544783,Elizabeth,within a few hours,t,Castro/Upper Market,37.76087,-122.43783,Entire home/apt,$300.00 ,$750.00 ,$150.00 ,14,100,10,10,10,10,10,9
21648122,1895201,Amy,within a few hours,f,Glen Park,37.73741,-122.43549,Entire home/apt,$219.00 ,$250.00 ,$150.00 ,7,97,10,10,10,10,10,9
21648377,4030726,Michael,within an hour,t,Excelsior,37.71987,-122.43627,Entire home/apt,$600.00 ,$650.00 ,$225.00 ,16,99,10,10,10,10,9,9
21648525,9038252,Luke,within an hour,t,Haight Ashbury,37.76905,-122.44848,Entire home/apt,$399.00 ,$0.00 ,$150.00 ,17,99,10,10,10,10,10,9
21648684,156943235,Jay,within a few hours,f,Bayview,37.73066,-122.39671,Entire home/apt,$111.00 ,$400.00 ,$85.00 ,1,100,10,10,10,10,10,10
21648804,157516203,Calvin,N/A,f,Marina,37.79689,-122.43037,Entire home/apt,$150.00 ,$0.00 ,$50.00 ,6,100,10,10,10,10,10,10
21650740,4350837,Servio,within an hour,t,Parkside,37.74276,-122.47416,Entire home/apt,$135.00 ,$300.00 ,$85.00 ,80,97,10,10,10,10,9,9
21665665,17572711,James,within an hour,f,Bayview,37.72744,-122.38658,Private room,$47.00 ,$200.00 ,$25.00 ,19,85,9,10,9,9,8,8
21674820,20900027,Noe,within a few hours,f,Mission,37.75789,-122.40876,Entire home/apt,$150.00 ,$500.00 ,$300.00 ,3,93,10,9,9,10,9,9
21679018,6981196,Rajiv,within an hour,t,Bernal Heights,37.73513,-122.41414,Entire home/apt,$150.00 ,$200.00 ,$80.00 ,70,99,10,10,10,10,9,9
21679288,4634719,Verissa,within a few hours,f,Chinatown,37.79149,-122.40637,Private room,"$1,000.00 ",,,0,,,,,,,
21681278,4944346,Lorraine,within an hour,t,Ocean View,37.7165,-122.45914,Private room,$95.00 ,$100.00 ,$65.00 ,17,99,10,10,10,10,9,10
21682128,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78596,-122.41121,Entire home/apt,$78.00 ,$0.00 ,$95.00 ,0,,,,,,,
21684684,7036656,Hanna,N/A,f,Inner Sunset,37.76424,-122.45378,Entire home/apt,$280.00 ,$500.00 ,$150.00 ,3,100,10,10,10,10,10,10
21694543,10920797,Jimmy,within an hour,f,Ocean View,37.71597,-122.46728,Private room,$35.00 ,$0.00 ,$10.00 ,88,86,10,9,10,10,9,9
21694548,43918217,Mike,N/A,f,Inner Sunset,37.76499,-122.45466,Entire home/apt,$225.00 ,$500.00 ,$125.00 ,32,99,10,10,10,10,10,10
21694775,1137986,Rebecca,within an hour,t,Bernal Heights,37.74542,-122.41495,Private room,$100.00 ,,,38,99,10,10,10,10,10,10
21699731,777447,Michael & Lesley,within a few hours,t,Castro/Upper Market,37.7684,-122.43245,Entire home/apt,$349.00 ,$490.00 ,$149.00 ,8,93,9,10,10,10,10,10
21714947,20678148,Natalie,within a few hours,f,Downtown/Civic Center,37.78716,-122.41383,Entire home/apt,$249.00 ,$500.00 ,$199.00 ,0,,,,,,,
21726571,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78416,-122.41577,Entire home/apt,$86.00 ,$0.00 ,$95.00 ,0,,,,,,,
21727562,157074592,Alex,within an hour,f,Outer Richmond,37.7791,-122.49559,Private room,$80.00 ,$100.00 ,$45.00 ,79,93,9,8,9,10,9,9
21728615,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78435,-122.41011,Entire home/apt,$75.00 ,$0.00 ,$95.00 ,1,80,6,4,10,8,4,6
21729398,157074592,Alex,within an hour,f,Outer Richmond,37.77879,-122.49722,Private room,$65.00 ,$100.00 ,$40.00 ,62,89,9,8,10,9,9,9
21730409,157074592,Alex,within an hour,f,Outer Richmond,37.7791,-122.49712,Private room,$50.00 ,$100.00 ,$30.00 ,103,92,9,9,10,9,9,9
21730505,157074592,Alex,within an hour,f,Outer Richmond,37.77874,-122.49638,Private room,$65.00 ,$100.00 ,$40.00 ,77,89,9,8,9,9,9,9
21730649,157074592,Alex,within an hour,f,Outer Richmond,37.77881,-122.49542,Private room,$70.00 ,$100.00 ,$40.00 ,68,92,10,9,10,10,9,9
21731528,156102468,Nanthana,within an hour,f,Outer Mission,37.72624,-122.43435,Private room,$150.00 ,$100.00 ,$60.00 ,7,74,9,8,9,9,7,7
21735431,103340667,Sheena,within a few hours,f,Nob Hill,37.7945,-122.41252,Entire home/apt,$124.00 ,$0.00 ,$150.00 ,1,80,10,10,10,10,10,10
21735502,21694339,LindaSue,within an hour,f,Potrero Hill,37.75571,-122.38784,Entire home/apt,$70.00 ,$250.00 ,$150.00 ,3,80,8,8,9,7,10,8
21737296,48005494,Zeus,within an hour,t,Mission,37.75412,-122.40853,Entire home/apt,$234.00 ,$500.00 ,$320.00 ,2,100,10,8,9,10,9,9
21739157,48005494,Zeus,within an hour,t,South of Market,37.78176,-122.38936,Entire home/apt,$150.00 ,$500.00 ,$240.00 ,1,100,10,10,10,10,10,10
21739662,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78593,-122.41485,Entire home/apt,$80.00 ,"$1,000.00 ",$95.00 ,2,80,9,9,9,9,7,8
21739935,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78553,-122.41611,Entire home/apt,$82.00 ,"$1,000.00 ",$95.00 ,1,100,10,10,10,10,8,10
21745759,5689322,Jennifer,within an hour,t,Outer Sunset,37.75544,-122.50302,Private room,$100.00 ,$100.00 ,$29.00 ,46,98,10,10,10,10,10,10
21745893,5689322,Jennifer,within an hour,t,Outer Sunset,37.75421,-122.50183,Private room,$100.00 ,$100.00 ,$29.00 ,45,99,10,10,10,10,10,10
21763555,43780098,Michael,N/A,f,Nob Hill,37.79271,-122.41893,Entire home/apt,$110.00 ,$100.00 ,$65.00 ,17,85,10,9,10,10,10,9
21766603,29125334,Hilary,within an hour,t,Outer Richmond,37.77823,-122.5036,Entire home/apt,$259.00 ,$250.00 ,$125.00 ,43,99,10,10,10,10,10,10
21766847,4026717,John,within an hour,t,Castro/Upper Market,37.76039,-122.42877,Private room,$100.00 ,$200.00 ,$25.00 ,84,99,10,10,10,10,10,10
21772378,1590064,Stuart,within an hour,t,Bernal Heights,37.74656,-122.4093,Entire home/apt,$650.00 ,$500.00 ,$200.00 ,4,90,10,10,10,8,10,9
21773376,4836019,Sam,within an hour,f,Western Addition,37.78176,-122.43993,Private room,$55.00 ,,$20.00 ,1,,,,,,,
21783775,48005494,Zeus,within an hour,t,Mission,37.75189,-122.41377,Entire home/apt,$247.00 ,$500.00 ,$320.00 ,2,100,10,10,10,10,10,10
21783949,48005494,Zeus,within an hour,t,Mission,37.75402,-122.4138,Entire home/apt,$240.00 ,$500.00 ,$320.00 ,1,100,10,10,10,10,10,10
21784407,115849,Hiromi,within a few hours,f,Downtown/Civic Center,37.78829,-122.41114,Private room,$130.00 ,$200.00 ,,2,70,7,7,10,10,10,7
21785138,115849,Hiromi,within a few hours,f,Downtown/Civic Center,37.78702,-122.41097,Private room,$122.00 ,$200.00 ,,7,97,10,9,10,10,9,9
21785328,115849,Hiromi,within a few hours,f,Downtown/Civic Center,37.78711,-122.41303,Private room,$130.00 ,$200.00 ,,11,95,10,9,10,10,9,8
21786000,3503605,Joe,within a few hours,f,Western Addition,37.77463,-122.4368,Entire home/apt,$595.00 ,,,0,,,,,,,
21786174,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78578,-122.41061,Entire home/apt,$75.00 ,$0.00 ,$95.00 ,2,90,9,9,10,10,9,9
21786546,127753302,June,within a few hours,f,Outer Richmond,37.77765,-122.47908,Private room,$70.00 ,"$1,200.00 ",$300.00 ,1,100,10,10,10,10,10,10
21790140,136406874,Alice,within an hour,f,Downtown/Civic Center,37.78895,-122.41397,Private room,$99.00 ,$0.00 ,$30.00 ,167,95,9,10,10,10,10,9
21790309,136406874,Alice,within an hour,f,Nob Hill,37.78945,-122.41488,Private room,$99.00 ,$0.00 ,$30.00 ,149,95,10,10,10,10,10,9
21797946,27975146,Nick,N/A,f,Western Addition,37.77308,-122.4311,Entire home/apt,$299.00 ,$399.00 ,$150.00 ,27,96,10,10,10,10,10,9
21798246,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78449,-122.41166,Entire home/apt,$78.00 ,"$1,000.00 ",$95.00 ,0,,,,,,,
21799501,48409007,Miranti,within a day,f,Lakeshore,37.73109,-122.49103,Private room,$200.00 ,$0.00 ,$20.00 ,14,99,10,10,10,10,10,9
21799941,649296,Julia,N/A,f,Western Addition,37.77517,-122.43062,Entire home/apt,$200.00 ,$0.00 ,$25.00 ,12,100,10,10,9,10,10,9
21804276,1857594,William,within a few hours,t,Excelsior,37.7284,-122.41883,Entire home/apt,$81.00 ,$0.00 ,$50.00 ,4,100,10,10,10,10,10,10
21812815,84387679,Aaron,within an hour,f,Outer Richmond,37.77346,-122.4802,Entire home/apt,$95.00 ,$0.00 ,$40.00 ,101,94,9,10,10,10,10,9
21813189,8329745,Alice,within a day,f,Marina,37.80118,-122.43704,Entire home/apt,$130.00 ,$500.00 ,$150.00 ,4,100,10,10,10,10,10,10
21817055,2146719,Nikki,within an hour,t,Inner Sunset,37.75421,-122.47595,Private room,$100.00 ,$100.00 ,$35.00 ,41,100,10,10,10,10,10,10
21827349,13832870,International,within a few hours,f,Presidio Heights,37.78735,-122.45028,Entire home/apt,$124.00 ,"$2,500.00 ",$250.00 ,1,,,,,,,
21827805,12243051,Sonder,within an hour,f,Financial District,37.78929,-122.39434,Entire home/apt,$202.00 ,$500.00 ,$95.00 ,1,100,10,10,10,10,10,10
21836601,159220529,Debbie,within an hour,f,Castro/Upper Market,37.76755,-122.4313,Entire home/apt,$175.00 ,$250.00 ,$130.00 ,51,95,10,10,10,10,10,9
21837830,835115,Isaac,within an hour,t,Inner Sunset,37.7491,-122.46782,Entire home/apt,$125.00 ,$500.00 ,$125.00 ,37,95,10,10,10,10,10,9
21847778,10412467,Andy,within an hour,t,Mission,37.75405,-122.40985,Private room,$120.00 ,$0.00 ,$0.00 ,201,99,10,10,10,10,10,9
21863110,5503169,Neil,within an hour,t,Bernal Heights,37.73495,-122.41557,Private room,$99.00 ,$0.00 ,$20.00 ,47,98,10,10,10,10,10,10
21866860,159507011,Paula,within an hour,t,Mission,37.75091,-122.42328,Entire home/apt,$99.00 ,$250.00 ,$50.00 ,43,100,10,10,10,10,10,10
21868817,18099639,Ashlyn,within a day,f,Marina,37.80236,-122.4259,Entire home/apt,$200.00 ,,,4,100,10,10,10,9,10,10
21878322,48005494,Zeus,within an hour,t,Castro/Upper Market,37.76066,-122.43628,Entire home/apt,$258.00 ,$500.00 ,$330.00 ,1,100,10,10,10,10,10,10
21880287,963387,Michael,within an hour,t,Mission,37.75422,-122.41672,Private room,$98.00 ,$0.00 ,$0.00 ,97,100,10,10,10,10,10,10
21885572,6017407,Ethan,within an hour,t,Outer Mission,37.71884,-122.44465,Entire home/apt,$290.00 ,$200.00 ,$150.00 ,2,100,10,8,10,10,9,10
21909473,24529896,Phyllis,within a few hours,t,Mission,37.75319,-122.42501,Entire home/apt,$210.00 ,$500.00 ,$120.00 ,35,97,10,10,10,10,10,10
21911065,140833338,Rawan,within an hour,t,Twin Peaks,37.74719,-122.44654,Private room,$200.00 ,,$100.00 ,1,100,10,10,10,10,10,10
21919621,47514427,Jeff,within an hour,t,Downtown/Civic Center,37.78811,-122.40941,Private room,$210.00 ,$0.00 ,$29.00 ,24,99,10,10,10,10,10,10
21923195,1444847,James,within an hour,t,Noe Valley,37.74882,-122.44346,Entire home/apt,$199.00 ,$200.00 ,$80.00 ,63,98,10,10,10,10,10,9
21924375,19312731,Ida,within a day,t,Castro/Upper Market,37.76056,-122.43957,Private room,$61.00 ,$500.00 ,$75.00 ,4,100,10,10,10,10,10,10
21928146,4836019,Sam,within an hour,f,Western Addition,37.78172,-122.43861,Private room,$55.00 ,,$20.00 ,1,100,10,10,10,10,10,10
21928413,39086730,Linda,within an hour,t,South of Market,37.77255,-122.40532,Private room,$80.00 ,$0.00 ,$70.00 ,48,100,10,10,10,10,10,10
21935870,160087266,Olivia & Dan,within an hour,t,North Beach,37.80213,-122.40886,Entire home/apt,$250.00 ,$250.00 ,$75.00 ,113,99,10,10,10,10,10,10
21960180,5551869,Paige Lee,N/A,f,Presidio Heights,37.7916,-122.44792,Entire home/apt,$500.00 ,"$5,000.00 ",$300.00 ,0,,,,,,,
21964157,149797235,Wing,within an hour,t,Bayview,37.72083,-122.39451,Entire home/apt,$179.00 ,$100.00 ,$50.00 ,102,98,10,10,10,10,9,10
21966135,10624702,Karim,within a few hours,t,South of Market,37.77768,-122.40394,Private room,$175.00 ,$500.00 ,$40.00 ,27,99,10,10,10,10,10,10
21966303,4430421,Landmark,within a few hours,f,Mission,37.75242,-122.42283,Entire home/apt,$93.00 ,$0.00 ,$95.00 ,0,,,,,,,
21966629,5872373,Diana,within an hour,f,Noe Valley,37.74613,-122.42892,Entire home/apt,$150.00 ,$500.00 ,$100.00 ,47,93,10,9,10,10,10,9
21974808,27368404,Eddie,within an hour,t,Nob Hill,37.79484,-122.41062,Private room,$79.00 ,$100.00 ,$85.00 ,89,94,9,10,10,9,10,9
21975025,24494168,Terry,a few days or more,f,Pacific Heights,37.7877,-122.44395,Entire home/apt,$500.00 ,"$1,000.00 ",$150.00 ,14,98,10,9,10,10,10,10
21979517,128112635,Hugh And Eliana,within an hour,t,Castro/Upper Market,37.75722,-122.4393,Entire home/apt,$523.00 ,$500.00 ,$250.00 ,28,99,10,10,10,10,10,9
21981639,20818179,Dave,within an hour,f,Outer Sunset,37.76306,-122.50435,Entire home/apt,$167.00 ,"$2,000.00 ",$200.00 ,1,80,10,10,10,10,10,10
21985129,1590476,Laika,within an hour,t,Excelsior,37.73168,-122.41345,Private room,$85.00 ,$0.00 ,$65.00 ,25,99,10,10,10,10,9,10
21995426,24593392,Rachael,within a day,f,Outer Sunset,37.7621,-122.48569,Private room,$70.00 ,$0.00 ,$0.00 ,0,,,,,,,
21997273,160620816,Kristen,N/A,f,West of Twin Peaks,37.74149,-122.45048,Private room,$100.00 ,,,11,94,10,10,10,10,10,9
21999656,39041682,Kevin (Or Jose),within an hour,t,Visitacion Valley,37.72183,-122.40805,Entire home/apt,$400.00 ,$900.00 ,$299.00 ,14,99,10,9,10,10,10,10
22001836,158369175,Ejlam,within an hour,f,Russian Hill,37.80193,-122.42292,Private room,$90.00 ,,$100.00 ,0,,,,,,,
22002809,134203539,JacquelineL,within an hour,f,Ocean View,37.70924,-122.46198,Private room,$65.00 ,$100.00 ,$35.00 ,56,89,10,9,10,10,9,9
22003066,127422643,Bill,within an hour,t,South of Market,37.77603,-122.40642,Entire home/apt,$670.00 ,$500.00 ,$175.00 ,26,99,10,10,10,10,9,10
22011446,100238132,Michael,within a few hours,t,Downtown/Civic Center,37.78848,-122.41178,Entire home/apt,$229.00 ,$0.00 ,$99.00 ,17,100,10,10,10,10,10,10
22015376,107400974,Todd,within an hour,t,Castro/Upper Market,37.75944,-122.43414,Entire home/apt,$300.00 ,"$1,000.00 ",$150.00 ,7,100,10,10,10,10,10,10
22015435,160762087,Briana,within an hour,t,Western Addition,37.77554,-122.42916,Entire home/apt,$160.00 ,"$2,000.00 ",$120.00 ,10,96,10,9,10,10,10,9
22016476,160769127,Vince,within an hour,f,Mission,37.74834,-122.41938,Entire home/apt,$95.00 ,$200.00 ,$150.00 ,3,93,10,9,10,10,9,9
22016717,4430421,Landmark,within a few hours,f,Mission,37.75393,-122.42399,Entire home/apt,$114.00 ,"$1,000.00 ",$95.00 ,1,60,6,10,8,10,10,4
22022641,8585270,Koorosh,within a day,f,Noe Valley,37.75273,-122.42535,Entire home/apt,$140.00 ,"$5,000.00 ",$120.00 ,1,100,10,10,10,10,10,10
22032195,91333416,Jan,within an hour,f,Castro/Upper Market,37.76381,-122.43626,Entire home/apt,$135.00 ,$0.00 ,$100.00 ,0,,,,,,,
22032410,91333416,Jan,within an hour,f,Outer Richmond,37.77564,-122.50765,Entire home/apt,$115.00 ,$0.00 ,$100.00 ,0,,,,,,,
22032438,91333416,Jan,within an hour,f,Western Addition,37.77558,-122.43278,Entire home/apt,$150.00 ,$0.00 ,$100.00 ,0,,,,,,,
22032808,91333416,Jan,within an hour,f,Pacific Heights,37.79175,-122.43479,Entire home/apt,$90.00 ,$0.00 ,$100.00 ,0,,,,,,,
22032836,91333416,Jan,within an hour,f,Pacific Heights,37.79143,-122.43567,Entire home/apt,$90.00 ,$0.00 ,$100.00 ,0,,,,,,,
22033453,3817487,Bruce/Keith -,within an hour,t,Noe Valley,37.75406,-122.43838,Entire home/apt,$331.00 ,$500.00 ,$195.00 ,2,100,10,10,10,10,10,9
22047367,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78541,-122.41499,Entire home/apt,$79.00 ,"$1,000.00 ",$95.00 ,0,,,,,,,
22048292,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78393,-122.41125,Entire home/apt,$78.00 ,$0.00 ,$95.00 ,1,60,10,10,10,10,6,8
22061342,2910117,Prakash,within a day,f,Bernal Heights,37.7429,-122.42243,Entire home/apt,$200.00 ,$600.00 ,$200.00 ,0,,,,,,,
22066724,274619,Tory,N/A,f,Mission,37.76747,-122.4233,Private room,$479.00 ,$0.00 ,$120.00 ,3,73,7,7,7,7,9,7
22067613,27142405,Willow,N/A,f,Pacific Heights,37.78946,-122.443,Private room,$225.00 ,,,0,,,,,,,
22080836,12780516,Wendy,within a few hours,f,Inner Sunset,37.75897,-122.46513,Entire home/apt,$80.00 ,$200.00 ,$125.00 ,3,73,9,9,10,9,9,7
22104228,38610488,Ana,within a day,f,Downtown/Civic Center,37.78765,-122.41901,Private room,$89.00 ,$500.00 ,$50.00 ,41,96,10,10,10,10,10,10
22104756,150732464,Salman,within a day,f,Nob Hill,37.79547,-122.4174,Entire home/apt,$88.00 ,$0.00 ,$75.00 ,4,93,9,9,10,9,10,8
22106740,8329745,Alice,within a day,f,Mission,37.7551,-122.40598,Private room,$70.00 ,$600.00 ,$150.00 ,0,,,,,,,
22108513,94057535,Josh,within an hour,t,Inner Richmond,37.77848,-122.46355,Entire home/apt,$339.00 ,$0.00 ,$139.00 ,63,97,10,9,10,10,9,9
22110217,7772037,Leila,within an hour,f,Bayview,37.73354,-122.38858,Entire home/apt,$120.00 ,$200.00 ,$120.00 ,95,95,9,9,10,10,9,9
22123424,48005494,Zeus,within an hour,t,South of Market,37.77548,-122.40716,Entire home/apt,$183.00 ,$500.00 ,$305.00 ,4,95,10,9,10,10,10,8
22140977,2146719,Nikki,within an hour,t,Inner Sunset,37.75414,-122.47598,Entire home/apt,$350.00 ,"$2,000.00 ",$250.00 ,27,99,10,10,10,10,10,10
